machine_id,timestamp,state,online
79ade4be-7076-4aec-bd6b-942bd3791cf0,2026-05-28 10:00:00+00,IDLE,true
79ade4be-7076-4aec-bd6b-942bd3791cf0,2026-05-28 11:00:00+00,IDLE,true
51b05e66-1679-4776-afbc-d38ca8629dc8,2026-05-28 11:00:00+00,IDLE,true
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,2026-05-28 11:00:00+00,FINISHED,true
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,2026-05-28 11:00:00+00,IDLE,true
79ade4be-7076-4aec-bd6b-942bd3791cf0,2026-05-28 12:00:00+00,IDLE,true
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,2026-05-28 12:00:00+00,FINISHED,true
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,2026-05-28 12:00:00+00,IDLE,true
51b05e66-1679-4776-afbc-d38ca8629dc8,2026-05-28 12:00:00+00,IDLE,true
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,2026-05-28 13:00:00+00,FINISHED,true
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,2026-05-28 13:00:00+00,IDLE,true
51b05e66-1679-4776-afbc-d38ca8629dc8,2026-05-28 13:00:00+00,IDLE,true
79ade4be-7076-4aec-bd6b-942bd3791cf0,2026-05-28 13:00:00+00,IDLE,true
51b05e66-1679-4776-afbc-d38ca8629dc8,2026-05-28 14:00:00+00,IDLE,true
79ade4be-7076-4aec-bd6b-942bd3791cf0,2026-05-28 14:00:00+00,IDLE,true
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,2026-05-28 14:00:00+00,IDLE,true
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,2026-05-28 14:00:00+00,FINISHED,true
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,2026-05-28 15:00:00+00,FINISHED,true
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,2026-05-28 15:00:00+00,IDLE,true
51b05e66-1679-4776-afbc-d38ca8629dc8,2026-05-28 15:00:00+00,IDLE,true
79ade4be-7076-4aec-bd6b-942bd3791cf0,2026-05-28 15:00:00+00,IDLE,true
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,2026-05-28 16:00:00+00,IDLE,true
51b05e66-1679-4776-afbc-d38ca8629dc8,2026-05-28 16:00:00+00,IDLE,true
79ade4be-7076-4aec-bd6b-942bd3791cf0,2026-05-28 16:00:00+00,IDLE,true
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,2026-05-28 16:00:00+00,FINISHED,true
51b05e66-1679-4776-afbc-d38ca8629dc8,2026-05-28 17:00:00+00,PRINTING,true
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,2026-05-28 17:00:00+00,IDLE,true
79ade4be-7076-4aec-bd6b-942bd3791cf0,2026-05-28 17:00:00+00,IDLE,true
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,2026-05-28 17:00:00+00,IDLE,true
51b05e66-1679-4776-afbc-d38ca8629dc8,2026-05-28 18:00:00+00,PRINTING,true
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,2026-05-28 18:00:00+00,PRINTING,true
79ade4be-7076-4aec-bd6b-942bd3791cf0,2026-05-28 18:00:00+00,IDLE,true
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,2026-05-28 18:00:00+00,PRINTING,true
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,2026-05-28 19:00:00+00,STOPPED,true
51b05e66-1679-4776-afbc-d38ca8629dc8,2026-05-28 19:00:00+00,PRINTING,true
79ade4be-7076-4aec-bd6b-942bd3791cf0,2026-05-28 19:00:00+00,IDLE,true
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,2026-05-28 19:00:00+00,PRINTING,true
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,2026-05-28 20:00:00+00,IDLE,true
51b05e66-1679-4776-afbc-d38ca8629dc8,2026-05-28 20:00:00+00,FINISHED,true
79ade4be-7076-4aec-bd6b-942bd3791cf0,2026-05-28 20:00:00+00,IDLE,true
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,2026-05-28 20:00:00+00,IDLE,true
79ade4be-7076-4aec-bd6b-942bd3791cf0,2026-05-28 21:00:00+00,IDLE,true
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,2026-05-28 21:00:00+00,IDLE,true
51b05e66-1679-4776-afbc-d38ca8629dc8,2026-05-28 21:00:00+00,FINISHED,true
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,2026-05-28 21:00:00+00,IDLE,true
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,2026-05-28 22:00:00+00,IDLE,true
79ade4be-7076-4aec-bd6b-942bd3791cf0,2026-05-28 22:00:00+00,IDLE,true
51b05e66-1679-4776-afbc-d38ca8629dc8,2026-05-28 22:00:00+00,FINISHED,true
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,2026-05-28 22:00:00+00,IDLE,true
79ade4be-7076-4aec-bd6b-942bd3791cf0,2026-05-28 23:00:00+00,IDLE,true
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,2026-05-28 23:00:00+00,IDLE,true
51b05e66-1679-4776-afbc-d38ca8629dc8,2026-05-28 23:00:00+00,FINISHED,true
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,2026-05-28 23:00:00+00,IDLE,true
79ade4be-7076-4aec-bd6b-942bd3791cf0,2026-05-29 00:00:00+00,IDLE,true
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,2026-05-29 00:00:00+00,IDLE,true
